game_id,event_pk,event_id,type_id,period_id,min,sec,timestamp_utc,team_id,player_id,outcome,possession_id,sequence_id,x,y,distance_m,angle_rad,is_goal,shot_time_ms,databallpy_event_id,databallpy_event,event_datetime_utc,event_time_ms_sync,tracking_frame_idx,sync_tracking_datetime,sync_tracking_time_ms,tracking_period,sync_certainty,sync_delta_ms,sync_aligned,goal_diff,time_since_last_event_s,shot_body_part,play_pattern,pressure_nd_dist_m,pressure_def_count_r1m,pressure_def_count_r2m,gk_ball_distance,gk_depth,gk_lateral_offset,obstruction_count,ball_speed_mps,shooter_speed_mps
2442547,2702423941,105,13,1,8,5,2024-07-21T12:09:46.848,418,490511,1,,,96.4,56.6,5.840660196279183,0.9260315748264996,0,1721563786848,153,shot,2024-07-21 12:09:46.848,1721563786848,12168,1975-01-01 00:08:06.720000+00:00,157766886720,1,0.9932738266708802,-1563796900128,True,0,,head,regular_play,1.8110770276274837,0.0,1.0,3.2041223447302967,0.5200000000000031,3.4,2.0,,0.4999999999999005
2442547,2702424739,78,15,1,10,6,2024-07-21T12:11:47.833,2827,659862,1,,,92.3,22.7,20.15176135752407,0.1489494168944352,0,1721563907833,197,shot,2024-07-21 12:11:47.833,1721563907833,15140,1975-01-01 00:10:05.600000+00:00,157767005600,1,0.8233148599574174,-1563796902233,True,0,121.0,foot,corner_kick,1.00244700608062,0.0,1.0,13.106456424220852,3.1599999999999966,5.68,1.0,26.72311733312569,7.158910531638042
2442547,2702428003,140,13,1,17,25,2024-07-21T12:19:06.503,2827,487173,1,,,69.2,54.3,32.33260206349157,0.224552935342041,0,1721564346503,342,shot,2024-07-21 12:19:06.503,1721564346503,26139,1975-01-01 00:17:25.560000+00:00,157767445560,1,0.829133350974727,-1563796900943,True,0,439.0,left_foot,set_piece,6.664780566530304,0.0,0.0,27.607095102527538,3.5,0.33,5.0,31.970689701662668,2.263846284534351
2442547,2702430483,266,15,1,23,2,2024-07-21T12:24:43.857,418,486864,1,,,76.9,29.5,27.8516662091337,0.2278768392834531,0,1721564683857,444,shot,2024-07-21 12:24:43.857,1721564683857,34553,1975-01-01 00:23:02.120000+00:00,157767782120,1,0.9809519870362432,-1563796901737,True,0,337.0,foot,regular_play,2.170368632283467,0.0,0.0,23.682981231255496,3.5,1.61,1.0,8.933784192602824,2.015564437074633
2442547,2702430593,273,15,1,23,16,2024-07-21T12:24:57.476,418,508391,1,,,92.3,34.4,13.2758521245493,0.3471941576961518,0,1721564697476,455,shot,2024-07-21 12:24:57.476,1721564697476,34956,1975-01-01 00:23:18.240000+00:00,157767798240,1,0.9038440252614964,-1563796899236,True,0,14.0,foot,corner_kick,1.0307764064044163,0.0,2.0,7.066144634806166,2.6300000000000026,3.7,1.0,1.7499999999998295,0.24999999999995026
2442547,2702430649,275,13,1,23,20,2024-07-21T12:25:01.227,418,451505,1,,,90.9,34.0,14.41337598352655,0.3440831416059803,0,1721564701227,461,shot,2024-07-21 12:25:01.227,1721564701227,35038,1975-01-01 00:23:21.520000+00:00,157767801520,1,0.9898893115129276,-1563796899707,True,0,4.0,right_foot,corner_kick,1.094577544078083,0.0,1.0,12.78625042770553,2.520000000000003,3.28,2.0,,1.4142135623730963
2442547,2702431611,291,13,1,25,49,2024-07-21T12:27:31.147,418,499952,1,,,86.7,49.9,13.90531465848221,0.5147374116928547,0,1721564851147,494,shot,2024-07-21 12:27:31.147,1721564851147,38738,1975-01-01 00:25:49.520000+00:00,157767949520,1,0.8329347476038148,-1563796901627,True,0,149.0,head,regular_play,1.87427319246688,0.0,1.0,10.333794075749719,2.3500000000000014,0.71,1.0,16.97056274847721,3.71651718682964
2442547,2702435137,403,15,1,35,9,2024-07-21T12:36:50.623,418,486864,1,,,79.6,32.5,24.395306931918288,0.2621953240201916,0,1721565410623,673,shot,2024-07-21 12:36:50.623,1721565410623,52730,1975-01-01 00:35:09.200000+00:00,157768509200,1,0.9849704258893004,-1563796901423,True,0,560.0,right_foot,regular_play,2.158077848456815,0.0,0.0,19.72503485421509,3.3900000000000006,1.94,1.0,2.549509756796399,2.9261749776798855
2442547,2702436135,437,15,1,37,26,2024-07-21T12:39:07.918,418,226960,1,,,78.5,39.3,23.615658253341152,0.2935618061076528,0,1721565547918,709,shot,2024-07-21 12:39:07.918,1721565547918,56171,1975-01-01 00:37:26.840000+00:00,157768646840,1,0.962957660404975,-1563796901078,True,0,137.0,foot,regular_play,2.804014978561992,0.0,0.0,17.974659941150488,3.049999999999997,1.37,3.0,3.53553390593275,1.8200274723201335
2442547,2702436159,438,14,1,37,28,2024-07-21T12:39:10.110,418,466317,1,,,77.8,28.9,27.25033195883859,0.2289129636104231,0,1721565550110,711,shot,2024-07-21 12:39:10.110,1721565550110,56236,1975-01-01 00:37:29.440000+00:00,157768649440,1,0.9668065266925012,-1563796900670,True,0,2.0,right_foot,regular_play,4.210332528435253,0.0,0.0,22.648816746134887,2.9099999999999966,2.05,2.0,7.846177413237645,3.2596012026012957
