game_id,event_pk,event_id,type_id,period_id,min,sec,timestamp_utc,team_id,player_id,outcome,possession_id,sequence_id,x,y,distance_m,angle_rad,is_goal,shot_time_ms,databallpy_event_id,databallpy_event,event_datetime_utc,event_time_ms_sync,tracking_frame_idx,sync_tracking_datetime,sync_tracking_time_ms,tracking_period,sync_certainty,sync_delta_ms,sync_aligned,goal_diff,time_since_last_event_s,shot_body_part,play_pattern
2442546,2701861665,82,15,1,6,33,2024-07-19T18:06:55.081,2592,161376,1,,,86.6,58.7,15.237104678724238,0.439258139399971,0,1721412415081,151,shot,2024-07-19 18:06:55.081,1721412415081,9829,1975-01-01 00:06:33.160000+00:00,157766793160,1,0.990103198746237,-1563645621921,True,0,,right_foot,regular_play
2442546,2701863587,137,15,1,10,58,2024-07-19T18:11:20.680,2592,477075,1,,,87.8,58.3,13.974578284241712,0.4752085519356475,0,1721412680680,256,shot,2024-07-19 18:11:20.680,1721412680680,16512,1975-01-01 00:11:00.480000+00:00,157767060480,1,0.828572985031466,-1563645620200,True,0,265.0,right_foot,regular_play
2442546,2701866043,215,16,1,17,13,2024-07-19T18:17:34.823,2592,161376,1,,,89.3,45.2,11.678441286678629,0.5885088028132451,1,1721413054823,388,shot,2024-07-19 18:17:34.121,1721413054121,25819,1975-01-01 00:17:12.760000+00:00,157767432760,1,0.9806795187857282,-1563645622063,True,0,375.0,head,regular_play
2442546,2701866839,226,15,1,18,54,2024-07-19T18:19:16.783,2592,449904,1,,,93.6,65.6,12.5452718957223,0.3286141541480912,0,1721413156783,403,shot,2024-07-19 18:19:16.783,1721413156783,28352,1975-01-01 00:18:54.080000+00:00,157767534080,1,0.98518547263181,-1563645622703,True,1,101.0,foot,crossed_free_kick
2442546,2701866871,227,16,1,18,56,2024-07-19T18:19:18.678,2592,82830,1,,,96.5,47.4,4.071409048670995,1.4528803397877312,1,1721413158678,405,shot,2024-07-19 18:19:18.433,1721413158433,28442,1975-01-01 00:18:57.680000+00:00,157767537680,1,0.9932671424423608,-1563645620998,True,1,2.0,head,regular_play
2442546,2701868337,255,15,1,22,4,2024-07-19T18:22:26.780,2592,161376,1,,,85.3,51.1,15.423727088923748,0.4655028933760783,0,1721413346780,461,shot,2024-07-19 18:22:26.780,1721413346780,33111,1975-01-01 00:22:04.440000+00:00,157767724440,1,0.7263931077686995,-1563645622340,True,2,188.0,right_foot,regular_play
2442546,2701869045,234,15,1,23,51,2024-07-19T18:24:13.431,401,429870,1,,,77.2,39.9,24.860738087224995,0.2815790492951817,0,1721413453431,497,shot,2024-07-19 18:24:13.431,1721413453431,35783,1975-01-01 00:23:51.320000+00:00,157767831320,1,0.9151289402798028,-1563645622111,True,2,107.0,right_foot,regular_play
2442546,2701871057,292,13,1,28,56,2024-07-19T18:29:18.390,401,551061,1,,,74.4,77.7,32.77441261787005,0.1830639416061957,0,1721413758390,604,shot,2024-07-19 18:29:18.390,1721413758390,43455,1975-01-01 00:28:58.200000+00:00,157768138200,1,0.9882374238783084,-1563645620190,True,2,305.0,foot,regular_play
2442546,2701873347,363,15,1,34,15,2024-07-19T18:34:37.158,401,630543,1,,,85.3,71.7,21.326414573068774,0.2501188170991983,0,1721414077158,709,shot,2024-07-19 18:34:37.158,1721414077158,51335,1975-01-01 00:34:13.400000+00:00,157768453400,1,0.9325700869655088,-1563645623758,True,2,319.0,right_foot,crossed_free_kick
2442546,2701873487,367,13,1,34,29,2024-07-19T18:34:51.797,401,551061,1,,,43.7,45.1,59.09629744883853,0.1235130590376053,0,1721414091797,717,shot,2024-07-19 18:34:51.797,1721414091797,51699,1975-01-01 00:34:27.960000+00:00,157768467960,1,0.8106789801583968,-1563645623837,True,2,14.0,foot,regular_play
2442546,2701874127,365,15,1,35,40,2024-07-19T18:36:02.131,2592,621481,1,,,90.4,58.6,11.63523004644085,0.5431592721203877,0,1721414162131,733,shot,2024-07-19 18:36:02.131,1721414162131,53491,1975-01-01 00:35:39.640000+00:00,157768539640,1,0.985758966909986,-1563645622491,True,2,71.0,head,regular_play
2442546,2701875841,420,15,1,39,22,2024-07-19T18:39:43.812,401,574190,1,,,84.9,41.9,16.754900110045416,0.4088891502373664,0,1721414383812,830,shot,2024-07-19 18:39:43.812,1721414383812,59076,1975-01-01 00:39:23.040000+00:00,157768763040,1,0.9932201677533724,-1563645620772,True,2,222.0,foot,regular_play
2442546,2701876721,428,15,1,41,24,2024-07-19T18:41:46.618,2592,82830,1,,,87.0,29.5,19.48610857097948,0.2658052555442456,0,1721414506618,865,shot,2024-07-19 18:41:46.618,1721414506618,62102,1975-01-01 00:41:24.080000+00:00,157768884080,1,0.9674244009759873,-1563645622538,True,2,122.0,foot,corner_kick
2442546,2701877739,443,15,1,43,18,2024-07-19T18:43:39.961,2592,621481,1,,,80.5,66.0,23.148763961818776,0.2788560371490571,0,1721414619961,919,shot,2024-07-19 18:43:39.961,1721414619961,64953,1975-01-01 00:43:18.120000+00:00,157768998120,1,0.9879565813610844,-1563645621841,True,2,114.0,right_foot,penalty
2442546,2701883977,483,13,2,45,18,2024-07-19T19:03:05.734,2592,621481,1,,,98.1,28.6,14.679118654524183,0.0720027720536838,0,1721415785734,989,shot,2024-07-19 19:03:05.734,1721415785734,69604,1975-01-01 01:00:20.320000+00:00,157770020320,2,0.9883990554848904,-1563645765414,True,2,2820.0,right_foot,regular_play
2442546,2701886409,571,15,2,52,30,2024-07-19T19:10:17.294,2592,621481,1,,,81.6,53.4,19.421144648284773,0.3701293161225292,0,1721416217294,1137,shot,2024-07-19 19:10:17.294,1721416217294,80343,1975-01-01 01:07:29.880000+00:00,157770449880,2,0.9440777068934212,-1563645767414,True,2,432.0,foot,regular_play
2442546,2701886969,595,13,2,54,1,2024-07-19T19:11:48.669,401,630534,1,,,86.4,54.2,14.535798928934032,0.4851734772436035,0,1721416308669,1159,shot,2024-07-19 19:11:48.669,1721416308669,82664,1975-01-01 01:09:02.720000+00:00,157770542720,2,0.9931728675778618,-1563645765949,True,2,91.0,foot,regular_play
2442546,2701888197,635,15,2,57,35,2024-07-19T19:15:22.732,401,447810,1,,,85.2,28.7,21.21584382932718,0.2543463020922454,0,1721416522732,1236,shot,2024-07-19 19:15:22.732,1721416522732,87958,1975-01-01 01:12:34.480000+00:00,157770754480,2,0.8165199957754098,-1563645768252,True,2,214.0,foot,corner_kick
2442546,2701890031,669,15,2,62,16,2024-07-19T19:20:03.371,401,574190,1,,,85.6,67.1,19.047196045234585,0.3062190295141916,0,1721416803371,1324,shot,2024-07-19 19:20:03.371,1721416803371,95058,1975-01-01 01:17:18.480000+00:00,157771038480,2,0.9805830319542048,-1563645764891,True,2,281.0,foot,crossed_free_kick
2442546,2701891347,695,13,2,66,28,2024-07-19T19:24:15.169,2592,82830,1,,,78.9,31.6,25.403581349282224,0.250747540224422,0,1721417055169,1381,shot,2024-07-19 19:24:15.169,1721417055169,101296,1975-01-01 01:21:28+00:00,157771288000,2,0.9903989290936788,-1563645767169,True,2,252.0,foot,regular_play
2442546,2701892433,736,13,2,70,9,2024-07-19T19:27:56.882,2592,557012,1,,,94.3,31.1,14.165575733926245,0.2293884135713847,0,1721417276882,1451,shot,2024-07-19 19:27:56.882,1721417276882,106869,1975-01-01 01:25:10.920000+00:00,157771510920,2,0.993260451616367,-1563645765962,True,2,221.0,right_foot,regular_play
2442546,2701893249,754,13,2,72,45,2024-07-19T19:30:32.657,2592,557012,1,,,89.3,61.3,13.59114557461585,0.4467996280990615,0,1721417432657,1475,shot,2024-07-19 19:30:32.657,1721417432657,110747,1975-01-01 01:27:46.040000+00:00,157771666040,2,0.9785061875230758,-1563645766617,True,2,156.0,right_foot,regular_play
2442546,2701893259,756,13,2,72,46,2024-07-19T19:30:33.977,2592,621481,1,,,94.2,51.7,6.187221578576272,1.0608294212299958,0,1721417433977,1476,shot,2024-07-19 19:30:33.977,1721417433977,110758,1975-01-01 01:27:46.480000+00:00,157771666480,2,0.8249833252438588,-1563645767497,True,2,1.0,right_foot,regular_play
2442546,2701893361,768,13,2,73,11,2024-07-19T19:30:58.752,2592,621481,1,,,78.4,55.2,22.910986552446836,0.3132734519236484,0,1721417458752,1492,shot,2024-07-19 19:30:58.752,1721417458752,111431,1975-01-01 01:28:13.400000+00:00,157771693400,2,0.9876661838554526,-1563645765352,True,2,25.0,right_foot,regular_play
2442546,2701893859,769,13,2,75,9,2024-07-19T19:32:56.378,401,447810,1,,,93.3,48.5,7.095212676164125,0.9475450437495264,0,1721417576378,1517,shot,2024-07-19 19:32:56.378,1721417576378,114299,1975-01-01 01:30:08.120000+00:00,157771808120,2,0.794512192932396,-1563645768258,True,2,118.0,right_foot,regular_play
2442546,2701894373,787,15,2,77,11,2024-07-19T19:34:58.249,401,574190,1,,,79.0,72.6,26.837468514776123,0.2240817347866524,0,1721417698249,1548,shot,2024-07-19 19:34:58.249,1721417698249,117426,1975-01-01 01:32:13.200000+00:00,157771933200,2,0.9833736438921185,-1563645765049,True,2,122.0,foot,counter_attack
2442546,2701894493,791,15,2,77,35,2024-07-19T19:35:22.595,401,551061,1,,,90.5,67.9,15.719582317148255,0.3022752736633221,0,1721417722595,1556,shot,2024-07-19 19:35:22.595,1721417722595,117990,1975-01-01 01:32:35.760000+00:00,157771955760,2,0.8287185383408642,-1563645766835,True,2,24.0,right_foot,crossed_free_kick
2442546,2701895165,826,13,2,79,56,2024-07-19T19:37:43.072,401,447810,1,,,92.0,69.5,15.681589869652882,0.258056763941465,0,1721417863072,1617,shot,2024-07-19 19:37:43.072,1721417863072,121584,1975-01-01 01:34:59.520000+00:00,157772099520,2,0.9297594423471,-1563645763552,True,2,141.0,foot,crossed_free_kick
